LocusID	Annotation	Start	End	Partial	Absolute_Start	Strand	Contig	Type	TIGR	TIGR_bitscore	KEGG	KEGG_bitscore	resfam	resfam_bitscore	dbCAN	dbCAN_bitscore	NRPS	NRPS_bitscore	antiSMASH	antiSMASH_bitscore	PFAM	PFAM_bitscore	actNOG	actNOG_bitscore
CLI4839|pFRP1-1_0005745	hypothetical partial partial partial partial protein	1	291	10	1	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100YZU.meta_raw	40.3
CLI4839|pFRP1-1_0005746	hypothetical protein	352	591	00	352	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4839|pFRP1-1_0005747	PFAM Pyridox_oxidase domain protein	809	1231	00	809	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Pyridox_oxidase	35.2	actNOG.ENOG410122I.meta_raw	162.5
CLI4839|pFRP1-1_0005748	TIGR03086 family protein	1421	1993	00	1421	-1	contig.1	cds	TIGR03086	86.4	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	MDMPI_N	45.8	actNOG.ENOG4100KVW.meta_raw	128.8
CLI4839|pFRP1-1_0005749	hypothetical protein	2693	3490	00	2693	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100JRH.meta_raw	315.1
CLI4839|pFRP1-1_0005750	acetoacetyl-CoA reductase	3531	4418	00	3531	1	contig.1	cds	-	0.0	K00023	123.1	-	0.0	-	0.0	-	0.0	-	0.0	adh_short_C2	135.9	actNOG.ENOG4100FX3.meta_raw	360.1
CLI4839|pFRP1-1_0005751	biotin synthesis protein BioC	4646	5287	00	4646	1	contig.1	cds	-	0.0	K02169	43.7	-	0.0	-	0.0	-	0.0	-	0.0	Methyltransf_12	50.2	actNOG.ENOG4100MNU.meta_raw	218.3
CLI4839|pFRP1-1_0005752	hypothetical protein	5327	5629	00	5327	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4839|pFRP1-1_0005753	PFAM Cupin_2 domain protein	5810	6262	00	5810	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Cupin_2	38.9	actNOG.ENOG4100I6E.meta_raw	143.9
CLI4839|pFRP1-1_0005754	transposase	6742	7992	00	6742	-1	contig.1	cds	-	0.0	K07486	107.2	-	0.0	-	0.0	-	0.0	-	0.0	DEDD_Tnp_IS110,Transposase_20	77.0,47.9	actNOG.ENOG41013UI.meta_raw	546.6
CLI4839|pFRP1-1_0005755	hypothetical protein	8251	8757	00	8251	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4839|pFRP1-1_0005756	hypothetical protein	9019	9813	00	9019	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4839|pFRP1-1_0005757	putative transposase	9858	11213	00	9858	1	contig.1	cds	-	0.0	K07493	236.3	-	0.0	-	0.0	-	0.0	-	0.0	Transposase_mut	206.2	actNOG.ENOG4100D0Y.meta_raw	799.5
CLI4839|pFRP1-1_0005758	hypothetical protein	11648	11914	00	11648	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4839|pFRP1-1_0005759	hypothetical protein	11991	12143	00	11991	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4839|pFRP1-1_0005760	putative DNA protecting protein DprA	12714	13673	00	12714	-1	contig.1	cds	TIGR00732	170.2	K04096	264.5	-	0.0	-	0.0	-	0.0	-	0.0	DNA_processg_A	200.4	actNOG.ENOG4100BXH.meta_raw	335.4
CLI4839|pFRP1-1_0005761	hypothetical protein	13772	14302	00	13772	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4839|pFRP1-1_0005762	hypothetical protein	14393	14638	00	14393	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4839|pFRP1-1_0005763	hypothetical protein	15054	15323	00	15054	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4839|pFRP1-1_0005764	hypothetical protein	15466	16158	00	15466	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4839|pFRP1-1_0005765	hypothetical protein	16208	16993	00	16208	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4839|pFRP1-1_0005766	hypothetical protein	17232	17495	00	17232	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4839|pFRP1-1_0005767	hypothetical protein	17651	17800	00	17651	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4839|pFRP1-1_0005768	transposase	17949	19046	00	17949	1	contig.1	cds	-	0.0	K07486	132.0	-	0.0	-	0.0	-	0.0	-	0.0	DEDD_Tnp_IS110,Transposase_20	52.6,53.5	actNOG.ENOG4100F4R.meta_raw	429.9
CLI4839|pFRP1-1_0005769	PFAM Prim-Pol domain protein	19219	20250	00	19219	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Prim-Pol	140.3	actNOG.ENOG4100JMQ.meta_raw	300.7
CLI4839|pFRP1-1_0005770	hypothetical protein	20577	21056	00	20577	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4839|pFRP1-1_0005771	hypothetical protein	21116	21721	00	21116	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4839|pFRP1-1_0005772	putative transposase	21718	22125	00	21718	-1	contig.1	cds	-	0.0	K07499	24.5	-	0.0	-	0.0	-	0.0	-	0.0	Whib,HTH_23	68.1,36.0	actNOG.ENOG4100N1D.meta_raw	88.8
CLI4839|pFRP1-1_0005773	PFAM SSB domain protein	22219	22626	00	22219	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	SSB	57.5	actNOG.ENOG4100Q4F.meta_raw	100.1
CLI4839|pFRP1-1_0005774	hypothetical protein	22958	23461	00	22958	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4839|pFRP1-1_0005775	putative transposase	23596	24468	00	23596	-1	contig.1	cds	-	0.0	K07497	144.7	-	0.0	-	0.0	-	0.0	-	0.0	HTH_21,rve	41.0,74.1	actNOG.ENOG4100GWC.meta_raw	427.8
