LocusID	Annotation	Start	End	Partial	Absolute_Start	Strand	Contig	Type	TIGR	TIGR_bitscore	KEGG	KEGG_bitscore	resfam	resfam_bitscore	dbCAN	dbCAN_bitscore	NRPS	NRPS_bitscore	antiSMASH	antiSMASH_bitscore	PFAM	PFAM_bitscore	actNOG	actNOG_bitscore
ICBG8|ICBG8_0000001	transketolase partial partial partial partial protein	3	671	10	3	-1	contig.1	cds	-	0.0	K00615	50.2	-	0.0	-	0.0	-	0.0	-	0.0	FBPase_glpX	212.1	actNOG.ENOG4100BPQ.meta_raw	206.7
ICBG8|ICBG8_0000002	hypothetical protein	759	1034	00	759	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100QV6.meta_raw	104.0
ICBG8|ICBG8_0000003	hypothetical protein	989	1345	00	989	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100QV6.meta_raw	74.0
ICBG8|ICBG8_0000004	hypothetical protein	1379	1609	00	1379	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100C2C.meta_raw	70.3
ICBG8|ICBG8_0000005	transketolase	2000	3379	00	2000	-1	contig.1	cds	-	0.0	K00615	426.9	-	0.0	-	0.0	-	0.0	-	0.0	Transketolase_N	420.9	actNOG.ENOG4100C2C.meta_raw	536.6
ICBG8|ICBG8_0000006	hypothetical protein	3485	3637	00	3485	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100P1U.meta_raw	50.3
ICBG8|ICBG8_0000007	ribulose-phosphate 3-epimerase	4269	4961	00	4269	1	contig.1	cds	TIGR01163	258.6	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Ribul_P_3_epim	248.1	actNOG.ENOG4100C8H.meta_raw	335.7
ICBG8|ICBG8_0000008	hypothetical protein	5045	5848	00	5045	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100DBR.meta_raw	157.2
ICBG8|ICBG8_0000009	hypothetical protein	5841	6413	00	5841	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100DBR.meta_raw	200.6
ICBG8|ICBG8_0000010	two-component response regulator	6631	8298	00	6631	1	contig.1	cds	-	0.0	K02477	40.8	-	0.0	-	0.0	-	0.0	-	0.0	LytTR	43.0	actNOG.ENOG4100DBR.meta_raw	336.7
ICBG8|ICBG8_0000011	PQQ-dependent dehydrogenase, methanol/ethanol family	8565	10247	00	8565	-1	contig.1	cds	TIGR03075	613.3	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	PQQ_2,PQQ_2	63.4,29.7	actNOG.ENOG4100DXY.meta_raw	1076.6
